user_id_numfix,user_id,screen_name,bio,withheld_category,withheld_in_countries,withheld_ever,followers_count,following_count,signup_date,first_observed
'3177141105,3177141105,snysny6372,france,withheld,TR,TR,629,1407,2015-04-17,2017-10-03
'3179113993,3179113993,Minilxl,,withheld,DE,DE,4,28,2015-04-29,2017-12-08
'3179893455,3179893455,SwissPopulist,"PATRIOT, NATIONALIST. REGIONALIST, ETHNOPLURALIST. DEFEND EUROPE. NORDIC REVIVAL, ODIN, WHITE PRIDE, IDENTITARIAN, TRUMP, ORBAN, BREXIT, ASATRU, ALTRIGHT EVROPA",inactive,DE,DE,1457,0,2015-04-18,2017-10-02
'3180372395,3180372395,NaziNazisme,"Le national-socialisme (en allemand : Nationalsozialismus), plus couramment désigné en français sous l'abréviation nazisme et dirigé par Adolf Hitler.",withheld,FR,FR,2,4,2015-04-18,2017-10-03
'3181210090,3181210090,secundafacie,Big game shooter • Big soy investment advisor,withheld,DE,DE,531,515,2015-04-18,2017-10-02
'3183662174,3183662174,JohnShephardJr,Proud National Socialist! Fascism! Nationalism! Pro-White! Anti-commie #HeilHitler #SiegHeil #HitlerWasRight Die Wahrheit fürchtet keine Untersuchung!,media_violation,everywhere,DE,970,3118,2015-05-03,2017-10-02
'3184442607,3184442607,AMohnke20489,Die Weissen Wölfe. Nationalsozialist Liebe dein Rennen Liebe der Führer Liebe Deutschland Liebe Europa,withheld,DE,DE,780,835,2015-04-19,2017-10-02
'3193146342,3193146342,HalkinCephe,Marxist-Leninist party DHKP/C Türkiye. DEVRİMCİ HALK KURTULUŞ PARTISI - CEPHESİ,inactive,TR,TR,255,402,2015-05-12,2017-10-04
'3206347137,3206347137,HartesGeld,Jurist. Libertär. Klartext.,withheld,DE,DE,7495,342,2015-04-25,2017-10-02
'3207135171,3207135171,memevin__,#SharkTeam,withheld,DE,DE,56,63,2015-04-25,2017-12-08
'3217159971,3217159971,kizilsevdaKC,"Adaletin olmadığı faşizmin ve zulmün hüküm sürdüğü yerde isyan haktır, meşrudur. #SansürSuçtur",withheld,TR,TR,1604,1577,2015-04-28,2017-10-03
'3227544259,3227544259,RojavaCephesi,THKP-C/MLSPB Resmi Hesabıdır,withheld,TR,TR,1595,131,2015-05-26,2017-10-03
'3231083908,3231083908,55DevGenc,Samsun (Liseli)Dev-Genç resmî paylaşım sayfasıdır.,withheld,TR,TR,278,84,2015-05-03,2017-10-04
'3234289858,3234289858,Lenin_sscb,Kapitalizmin dokduyu kan Kendi kendini bogacak Kan denizinin ufuklarindan Kizil bir gunes dogacak,withheld,TR,TR,26,46,2015-05-04,2017-10-04
'3236978297,3236978297,FForstmaier,"My wish for 2017: Hillary Clinton and Carles Puigdemont go to jail - lifelong! Pro Israel, TRUMP, A 1&2, big beautiful walls",withheld,DE,DE,2172,2245,2015-05-05,2017-10-02
'3244383129,3244383129,HdpTTDestek,,withheld,TR,TR,772,1361,2015-05-10,2017-10-03
'3244841338,3244841338,JiyanBulut12,Kürdistan Hêvîyá mè yê ✌✌✌✌✌,withheld,TR,TR,446,414,2015-05-10,2017-10-03
'3244921294,3244921294,AzadiRojava,"Şêr şêre, çi jine çi mêre",withheld,TR,TR,23119,627,2015-05-10,2017-10-03
'3249476616,3249476616,this_is_adolf,The rightful ruler of the germans,withheld,DE,DE,210,332,2015-06-19,2017-10-02
'3250037172,3250037172,Azov_News,This page will cover the news for the Azov Regiment of National Guard of Ukraine & The National Corps - in English ((Following ≠ Support)),withheld,RU,RU,984,355,2015-06-19,2017-10-02
'3253090793,3253090793,DersimAccount,zaman zaman şair,withheld,TR,TR,152,176,2015-05-14,2017-10-04
'3253525879,3253525879,muslimah_htm,Akaun Twitter Rasmi Muslimah Hizbut Tahrir Malaysia,withheld,RU,RU,835,50,2015-06-23,2017-10-16
'3258672493,3258672493,9a863a0ca1f5430,"|Christian|I pledge my mind body and soul to the FourthReich Das Lied der Deutschen Song of the Germans Deutschland, Deutschland über alles",withheld,FR,FR,162,69,2015-06-28,2017-10-02
'3260290101,3260290101,Hoffi032,,withheld,DE,DE,1,1,2015-05-16,2017-12-08
'3261810407,3261810407,ian_n18,"Identity Christian (Two Seedline), Traditionalist, White Separatist.",withheld,DE,DE,276,216,2015-05-16,2017-10-02
'3267995976,3267995976,AltRechtscom,Neither created nor equal.,withheld,DE,DE,188,216,2015-07-04,2017-10-02
'3269015582,3269015582,FRatcilo,şengal kökleri üzerinden yeniden yeşerecektir,withheld,TR,TR,2708,167,2015-07-05,2017-10-03
'3292869325,3292869325,HannuTursas,Vanha oikea Eurooppa uudelleen!,withheld,DE + FR,DE + FR,3222,3011,2015-07-25,2017-10-02
'3293058996,3293058996,StrilaKatrusia,,withheld,RU,RU,148,46,2015-07-25,2017-10-03
'3293275184,3293275184,dagcicegi_heval,This account has been withheld,withheld,TR,TR,1040,1050,2015-07-25,2017-10-03
'3294058472,3294058472,NS_Nippon,国民社会主義(国家社会主義)/ファシズム/自主憲法制定/国軍創設/自民党・公明党(創価学会)・民進党・共産党打倒/拉致被害者・千島・竹島奪還/在日米軍追放/支那・ロシア・韓国・朝鮮・アメリカ・イスラエル粉砕/労使協調/日本型経営復活/富裕層への増税・庶民への減税/日本銀行国有化,withheld,FR,FR,1082,1551,2015-07-26,2017-10-02
'3295113841,3295113841,bizimhalkinsesi,,withheld,TR,TR,3551,375,2015-07-26,2017-10-04
'3295306256,3295306256,DevrimNa,This account has been withheld in: Turkey.,withheld,TR,TR,1169,1830,2015-07-26,2017-10-03
'3296027126,3296027126,Serqelosk,"RojNamevan / Gazeteci / Journalist #TwitterKurds... #Kürdistan #Suriye #Iraq #Iran Ortadoğu Kürt aktivist... Özgürlük, bir gerillanin gülüşünüde saklı...",withheld,TR,TR,1525,178,2015-07-26,2017-10-03
'3296159942,3296159942,Rojhatea,Hiç kimse - Avukat (No one - Lawyer) (Ben kolay kaybetmem; ben kolay ölmem; ben yaşarım ve başarırım!) Kurdistan (occupied Turkey),withheld,TR,TR,741,732,2015-07-26,2017-10-03
'3300266884,3300266884,ince_memedim,"“Biz dünyanın en inatçı savaşçılarıyız, onlarla, yüzlerle katledilir, birliklerimiz imha olur, yine silahlanmaktan, savaşmayı sürdürmekten vazgeçmeyiz.",withheld,TR,TR,2591,244,2015-05-27,2017-10-03
'3300575992,3300575992,Dr_Partizan,Kurdish activist - Military developments in Kurdistan.,withheld,TR,TR,27671,12,2015-05-27,2017-10-03
'3302187562,3302187562,Xalxalokk,This account has been withheld in: Turkey.,withheld,TR,TR,209,208,2015-05-28,2017-10-03
'3302455838,3302455838,Amercans4YPG,Apolitical. Leave your politics at the door. RT ≠ endorsement.,withheld,TR,TR,3882,1028,2015-07-31,2017-10-03
'3302728394,3302728394,88Stormer,No enemies to the right.,media_violation,everywhere,DE,469,314,2015-07-31,2017-10-02
'3302784776,3302784776,rastme_zal,#EzRastméZalim #YanAzadîYanMirin #BijîKürdîstanaAzad,withheld,TR,TR,325,575,2015-07-31,2017-10-03
'3303442984,3303442984,The_Z_Rune,"we stand for white pride, Fascism and wish to unite Europeans around the globe. JOIN THE CAUSE!",withheld,DE,DE,805,758,2015-05-30,2017-10-02
'3305038880,3305038880,NazirahMhtm,Media MHTM,withheld,RU,RU,36,22,2015-08-03,2017-10-16
'3306351659,3306351659,Jonador19,National Socialist•Norwegian Ethnic Nationalist•I love black metal•Germanic Pagan•Himmlerite•reincarnation of Heinrich Himmler himself•,withheld,DE,DE,58,71,2015-06-02,2017-10-03
'3309285873,3309285873,davetciler,This account has been withheld in: Turkey.,withheld,TR,TR,1102,1580,2015-06-05,2017-10-04
'3310244013,3310244013,jannamed21,This account has been withheld in: Turkey.,withheld,TR,TR,1902,1766,2015-06-06,2017-10-03
'3312091571,3312091571,AlirimCan,,withheld,TR,TR,118,314,2015-06-07,2017-10-04
'3315686085,3315686085,ozgurhaberler,Gazeteci / Journalist / Rojnamevan,withheld,TR,TR,11056,332,2015-06-09,2017-10-03
'3317143817,3317143817,_SULEYMAN____,Yüzük kimdeyse Süleyman odur...,withheld,TR,TR,10764,10042,2015-06-10,2017-10-02
'3317846890,3317846890,nisebinnn,,withheld,TR,TR,2349,3566,2015-06-10,2017-10-03
'3324206165,3324206165,AucunePreuve,"IT IS IMPOSSIBLE TO ENTER IN A GAS CHAMBER TO TAKE OUT DEAD BODIES & GAS PEOPLE AGAIN ! THIS IS WALT DISNEY , NOT REAL LIFE . LACK OF INFORMATIONS !!!",withheld,FR,FR,445,1771,2015-06-14,2017-10-02
'3329327533,3329327533,DrBaHozRenas,Bütün Dünyayı Yenecek Güçte Olsak bile Kimseye Saldırmayız; Ama Hakkımızı Savunmak Zorunda Kalırsak Bütün Dünya Üstümüze Gelsede Direniriz! ABDULLAH ÖCALAN,withheld,TR,TR,543,681,2015-08-24,2017-10-03
'3330077741,3330077741,mehmetsolmaz472,KÜRDİSTAN,withheld,TR,TR,1854,1150,2015-06-16,2017-10-03
'3331284077,3331284077,xweparastin1,Hêzên Xweparastinê / Öz Savunma Güçleri Nisêbîn/Nusaybin,withheld,TR,TR,3125,1,2015-06-17,2017-10-03
'3332897123,3332897123,Jeugd_,,withheld,TR,TR,1676,847,2015-06-18,2017-10-03
'3333352816,3333352816,EsenyurtHC,Esenyurt Halk Cephesi Resmi Twitter Hesabı.,withheld,TR,TR,388,31,2015-06-18,2017-10-04
'3337231204,3337231204,topcu30_ask,akpkk Fahndung Gestapo Mörder akpkk,withheld,DE,DE,2,0,2015-06-20,2017-10-16
'3339348972,3339348972,Humbbaba04,İnstagram : erezaras5,withheld,TR,TR,5188,551,2015-08-25,2017-10-03
'3339842608,3339842608,bediicengiz62,,withheld,TR,TR,641,761,2015-06-21,2017-10-04
'3344453774,3344453774,ac130inferno,🔞if you like what you see RT and follow me !! 😉follow me and I follow you and with RT,withheld,DE,DE,5923,884,2015-08-26,2017-12-08
'3346158010,3346158010,geverillaa,,withheld,TR,TR,1053,575,2015-06-26,2017-10-03
'3346642625,3346642625,justfightX,,withheld,TR,TR,3208,4543,2015-06-26,2017-10-03
'3348747657,3348747657,Aryanstormer,Aryan Resistance Movement,withheld,DE,DE,229,327,2015-06-28,2017-10-02
'3349022174,3349022174,FriedricoE,National Socialist,withheld,DE + FR,DE + FR,371,880,2015-08-26,2017-10-02
'3349682675,3349682675,whitebriton,'In Nature there is NO equality & NO inequality' G.K Chesterton - We're NOT Racists we're Racial Realists,inactive,DE,DE,3236,1389,2015-06-28,2017-10-02
'3351019889,3351019889,AgriNizamettin,Bir devrimci başkasına atılan tokadı kendi yüzünde hissedendir,withheld,TR,TR,8067,6874,2015-06-29,2017-10-03
'3353996980,3353996980,hetero100pro,100% Hetero | Heidnisch | Gegen Gender-Wahn und Homo-Lobby,withheld,DE,DE,236,145,2015-07-01,2017-10-03
'3364479551,3364479551,Mekap2,siyasi ideoloji: Mekapizm,withheld,TR,TR,1110,1642,2015-07-07,2017-10-03
'3371515840,3371515840,AjansaKurdiKurd,Ajans a Kurdî - Nûçe dawî derbarê Kurd û Kurdistan,withheld,TR,TR,728,1055,2015-07-11,2017-10-03
'3371993933,3371993933,RojavaTikko,,withheld,TR,TR,1136,755,2015-07-12,2017-10-03
'3372101427,3372101427,aszklnc,#WeLoveErdogan,withheld,DE,DE,205,95,2015-07-12,2017-10-16
'3382954127,3382954127,tosun_berkan,This account has been withheld in: Turkey.,withheld,TR,TR,177,426,2015-07-19,2017-10-03
'3386116115,3386116115,DigitalMaho63,,withheld,TR,TR,1760,2280,2015-07-21,2017-10-03
'3388179645,3388179645,ZerdestAri_,"PKK,KCK,YPG,YPJ,PJAK,YBŞ,TİKKO/MLKP,YNK,YDG-H,BÖG,",withheld,TR,TR,596,87,2015-07-22,2017-10-03
'3389645158,3389645158,MERXAS5,This account has been withheld in: Turkey.,withheld,TR,TR,198,130,2015-07-23,2017-10-04
'3391672059,3391672059,RoJJano,This account has been withheld in: Turkey.,withheld,TR,TR,597,410,2015-07-28,2017-10-04
'3394717989,3394717989,Kizilnews,This account has been withheld in: Turkey.,withheld,TR,TR,520,554,2015-07-30,2017-10-03
'3397736362,3397736362,AXelfeti,YETER Kİ İNSAN OL,withheld,TR,TR,660,1576,2015-07-31,2017-10-03
'3397747552,3397747552,Serhildan211,Rüzgar kadar cesur ve bir Gerilla’nın ıslığı kadar özgür,withheld,TR,TR,1108,452,2015-07-31,2017-10-03
'3398538064,3398538064,realistzm,Aşırı MLKP sempatizanı Mademki biz partizanız zincirin ilk halkasıyız erken öleceğiz seninle biz şafaktan önce öleceğiz. enternasyonal sosyalist Dava adamı,withheld,TR,TR,397,1220,2015-08-01,2017-10-03
'3398828147,3398828147,heja_arges,Belki bir zilan olamayız ama iki güzel vatan haini oluruz seninle...,withheld,TR,TR,120,152,2015-08-01,2017-10-04
'3400272041,3400272041,cundullahhh,Yapılan paylaşımlar bilgilendirme amaçlıdır.Hesabımın türkiyede paylaşım yapması yasaklanmıştır. DM üzerinden yazabilirsiniz.,withheld,TR,TR,417,557,2015-08-02,2017-10-04
'3401486913,3401486913,serhatgrzn,WAN KANTONU (Orta saha muhabiri)OLAYDAN ÖNCE OLAY YERİNDE;)+ (Yazdıklarım beni bağlamaz),withheld,TR,TR,691,744,2015-08-03,2017-10-03
'3402304499,3402304499,Bahtiyar__Dogan,Kutsal Mekanlar,withheld,TR,TR,3566,462,2015-08-04,2017-10-03
'3402541751,3402541751,NSGermany,Anti-Communist. Anti-LGBT. Anti-Zionism.,withheld,FR,FR,43,4,2015-08-04,2017-10-02
'3402723353,3402723353,Masiro_1978,This account has been withheld in: Turkey.,withheld,TR,TR,605,468,2015-08-04,2017-10-03
'3416682467,3416682467,O_ACHIRON,,withheld,DE,DE,82,105,2015-08-12,2017-10-02
'3419559293,3419559293,GladiaKurt,"Eger hûn nebin yek, hûn ê herin yek bi yek.",withheld,TR,TR,1567,1832,2015-08-13,2017-10-03
'3419982664,3419982664,AmedIboKurd,Türk devleti bu hesabı kapattı. yeni hesap: @AmediboKurde,inactive,TR,TR,518,121,2015-08-13,2017-10-03
'3421345493,3421345493,M_Gewda,"''Hesabım engellendi, bu yeni hesap Desteklerinizi Bekliyorum.'' @M_Gewda Kurdıstan/GEVER",withheld,TR,TR,214,188,2015-08-14,2017-10-03
'3422949437,3422949437,BruskAzadi,#FreeJakeHanrahan,withheld,TR,TR,113,257,2015-08-14,2017-10-04
'3423257001,3423257001,skvwclker,"⠀〖✦〗 ⠀⊰ 〝 he has the holy fire of the gods within him, that leaves his body gaunt, blood burning & eyes intoxicating. 〞⠀ #swrp ┋#ᴀʙʙᴀ",withheld,DE,DE,951,151,2015-08-15,2017-10-10
'3423770680,3423770680,KurdNewsP,Gazeteci / Journalist / Rojnamevan,withheld,TR,TR,1591,2,2015-08-15,2017-10-03
'3424777329,3424777329,Bruno_Kausche,Bei mir herrscht Zucht und Ordnung.,inactive,DE,DE,1104,248,2015-08-15,2017-10-02
'3424807906,3424807906,NatsiGoaco,Nacional Socialista卐-Fascista-Anticomunista-Antidemocratico-Anticapitalista-Antisemita-Anti LGBT-Anti Supremacistas Negros,withheld,DE,DE,110,448,2015-08-15,2017-10-02
'3426377417,3426377417,Ouss1705,NOUVEAU COMPTE : @oussalafi حسابي الجديد,withheld,FR,FR,92,309,2015-08-16,2017-10-16
'3426694402,3426694402,KizilnewsTT,This account has been withheld in: Turkey.,withheld,TR,TR,403,530,2015-08-16,2017-10-04
'3426772337,3426772337,gimgim_4949,"jiyan wek taseki nawa hamame ye,her dem mıroven cünup xwe paxış dıke...ez kurdek zıman tujım...mıroven ehmaq bıla mın ne şobînin...no DM please..",withheld,TR,TR,846,848,2015-08-16,2017-10-03
'3431620815,3431620815,SedarTokyo,,withheld,TR,TR,2536,2323,2015-08-19,2017-10-03
'3439451811,3439451811,swastica88,,withheld,DE,DE,40,39,2015-08-25,2017-10-02
'3454996456,3454996456,kimterorist1,,withheld,TR,TR,40,159,2015-08-27,2017-10-03
'3484509976,3484509976,UmutHevi1,This account has been withheld in: Turkey.,withheld,TR,TR,703,490,2015-08-29,2017-10-03
'3492121156,3492121156,ckazovmariupol,"Ставай до лав Цивільного корпусу АЗОВ, захисти сьогодення та створи гідне майбутнє!",withheld,RU,RU,213,39,2015-08-30,2017-10-03
'3532549816,3532549816,MLKP_Rojava,MLKP Rojava İletişim Adresidir,withheld,TR,TR,1009,77,2015-09-03,2017-10-03
'3538692376,3538692376,KizilnewsT,This account has been withheld in: Turkey.,withheld,TR,TR,952,1285,2015-09-03,2017-10-04
'3544758563,3544758563,turkeytoday,Türkçe haber takip edebileceğiniz güvenilir adres... Haberin doğru adresi,not_withheld,,TR,44002,22016,2015-09-04,2017-10-03
'3554038277,3554038277,YPSAMED,"Dehaklaşmış zihniyete karşı; Devrimci Kawa'nın yolunda ilerleyip, zafer ateşini yakacağız. Sur'un efsaneleşen yiğitlerinin intikamını alacağız.",withheld,TR,TR,168,23,2015-09-05,2017-10-03
'3570004037,3570004037,sirnakhdp73,This account has been withheld in: Turkey.,withheld,TR,TR,546,234,2015-09-06,2017-10-04
'3577941083,3577941083,berivanciziri,Dem Dema Serhildan e! / DM YOK,withheld,TR,TR,2898,731,2015-09-07,2017-10-03
'3589555942,3589555942,Johnallister22,"Es gibt viele Menschen die viel Lachen, obwohl sie kein bisschen Humor haben!",withheld,DE,DE,299,588,2015-09-08,2017-10-02
'3589898787,3589898787,Fiirari2147,"BeNİmLE KucaKLaşmaDaN gùçLeNeMeyeĞiNi BeN òZgùR OLmadaN,ózGùr OLmayAcaĞıNı ne ZaMan AnlAyacaKsıN.!!",withheld,TR,TR,306,173,2015-09-08,2017-10-03
'3598796772,3598796772,ArkanySameer,,withheld,DE,DE,20,67,2015-09-17,2017-12-08
'3608579896,3608579896,tolhidan,İslam tüm yaşam tarzlarını içinde barındıran bir dindir!tc islamcıları dine uymayan dini kendilerine uyduran münafıklar sürüsüdür !dinim islam vatanım kürdistan,withheld,TR,TR,2032,3252,2015-09-10,2017-10-03
'3608677755,3608677755,ZerinWelat,"Tarihinizi bilmeden, kişiliğinizi tanımadan, anlamadan özgürlüğünüzü kazanamasınız, politika yapamazsınız RÊBER APO.",withheld,TR,TR,776,407,2015-09-10,2017-10-03
'3608894895,3608894895,DevOkmeydanii,"Sibel Yalçın, Berkan Abatay, Doğan Tokmak, Sultan Yıldız, Berkin Elvan, Uğur Kurt, Rıza Yıldırım - Okmeydanı Şehitleri Ölümsüzdür.",withheld,TR,TR,5572,28,2015-09-10,2017-10-03
'3610277122,3610277122,mekapizm2,@mekap2 hesabım kapatıldı..! ✌✌✌✌✌ KAZANACAĞIZ!!! MUTLAKA KAZANACAĞIZ!!!! ✊✊✊✊✊✊✊✊,withheld,TR,TR,431,1113,2015-09-10,2017-10-04
'3611345841,3611345841,bahozzakbas,"PKK,KCK,YPG,PJAK,HPG,YPJ,MLKP/TİKKO, BÖG, YDG-H,YNK,YJSTAR,",withheld,TR,TR,317,410,2015-09-10,2017-10-04
'3618184156,3618184156,paulplatts6,male,withheld,DE,DE,28,282,2015-09-11,2017-10-10
'3643846756,3643846756,KokoLores100,"I don't like people who don't like dogs. Anti-Rassismus, Anti-Islam. Freiheit und Demokratie funktionieren nur ohne Islam. gab.ai: @Kokolores",withheld,DE,DE,1973,597,2015-09-13,2017-10-02
'3644931694,3644931694,SebastianBrmme1,,withheld,DE,DE,4,46,2015-09-13,2017-10-10
'3645981437,3645981437,havin2149,This account has been withheld in: Turkey.,withheld,TR,TR,519,192,2015-09-13,2017-10-04
'3655873636,3655873636,KSPDCS_,@DCS_KSP hesabına bekleriz. Kurdistan Stalinist Partisi / Devrimci Çizgi Savaşçıları,withheld,TR,TR,456,125,2015-09-14,2017-10-04
'3662735902,3662735902,HatUCU,,withheld,TR,TR,9120,1981,2015-09-15,2017-10-03
'3674259616,3674259616,Tevger_,ARKADAŞLAR 4. DEFA HESABIM TR'YE KAPATILDI. AMA İNATMI INAT BIZI SUSTURAMAYACAKLAR.,withheld,TR,TR,544,1024,2015-09-16,2017-10-03
'3683312897,3683312897,DirenJano4,Sayamadım ama yine YENİ HESAP........!!! Baskılar bizi yıldıramaz Şopa Şoreşe ....!!#HDP #Amed Kürdü,withheld,TR,TR,182,294,2015-09-17,2017-10-03
'3709329729,3709329729,reallyo1,I'm here for President Trump and his fight to save America from the Criminal Elite. #BuildTheWall #Bluelivesmatter #BoycottNFL 🚫🏈 #DrainTheSwamp #SethRich 🐼,withheld,DE,DE,19002,18922,2015-09-19,2017-10-02
'3719757934,3719757934,he_btn,wallah bişey nızanım,withheld,TR,TR,112,1334,2015-09-20,2017-10-04
'3722380589,3722380589,ZagrosSrhat,Rusya,withheld,TR,TR,1295,1440,2015-09-20,2017-10-03
'3732895697,3732895697,RoniCudi,"Tanrı, insanın içindeki vicdandır!",withheld,TR,TR,25,31,2015-09-21,2017-10-04
'3740559137,3740559137,Azov_Rivne,активіст.,withheld,RU,RU,146,147,2015-09-22,2017-10-03
'3743411477,3743411477,HakaseMatt,"It IS okay to be White, as long as you are not a Baizuo. #Calexit NOW!",withheld,DE,DE,3286,4791,2015-09-22,2017-10-02
'3803601797,3803601797,bijiserokapopkk,,withheld,TR,TR,463,576,2015-09-28,2017-10-03
'3804691753,3804691753,lightshadow666,Þagalt ok hugalt skyli þjóðans barn ok vígdjarft vera: A ruler's son must be silent and thoughtful and brave in battle. https://t.co/jhhWAZbsmY,withheld,DE,DE,414,39,2015-10-06,2017-10-02
'3826741486,3826741486,zerrinwelat,PKK SAVAŞTA ARTIK UZMANLAŞMIŞ BİR HAREKETTİR. bundan sonra PKK ile savaş devletin imhası olur.... ::::::,withheld,TR,TR,164,195,2015-09-30,2017-10-03
'3837073473,3837073473,KurdisYPGYPJ,Biz bu işe İnsanlık Şerefi adına başladık,withheld,TR,TR,905,113,2015-10-01,2017-10-03
'3844673595,3844673595,boumboum888,Anciennement AbouSalman-AlFaranci Anti-Injustice. Anti-Talafis . Pro-BaGdad,withheld,FR,FR,62,28,2015-10-02,2017-10-16
'3845874567,3845874567,NSJosh318,Far right National Socialist. Enough said...,inactive,DE + FR,DE + FR,2884,2610,2015-10-02,2017-10-02
'3853626621,3853626621,ValhallasDead,,withheld,FR,FR,311,276,2015-10-03,2017-10-02
'3860286617,3860286617,AN_Berlin23,#BildetEuch. #BildetAndere. #BildetBanden. #Antikapitalismus #NSJetzt #IhrFürUnsWirFürEuch #GemeinnutzVorEigennutz #Antikap #SozialGehtNurNational #hddSz,withheld,DE,DE,565,19,2015-10-04,2017-10-02
'3863681656,3863681656,TSKfatih,#TSKdestekTİM,inactive,TR,TR,1677,303,2015-10-04,2017-10-04
'3882453556,3882453556,NaziReyis,"Yahudi gibisin, cayır cayır...",withheld,DE,DE,34036,148,2015-10-06,2017-10-03
'3920766257,3920766257,mehmeta81489306,banned,withheld,TR,TR,183,357,2015-10-10,2017-10-04
'3928628488,3928628488,RiSerhat,anazadi an azadi,withheld,TR,TR,105,391,2015-10-11,2017-10-03
'3958661901,3958661901,serhildanews,https://t.co/UTxe8fJTka Twitter Resmi Hesabıdır #Serhildanews ✌️ Yedek Hesap @Serhildanews1 Özgür Basın Ne Susturulabilir! Nede Sansürlenebilir!,withheld,TR,TR,1610,795,2015-10-14,2017-10-03
'3958944796,3958944796,xristoskatrakis,₪ΧΡΥΣΗ ΑΥΓΗ₪ ΓΡΑΜΜΑΤΕΑΣ Τ.Ο.ΣΠΑΡΤΗΣ,withheld,DE,DE,361,96,2015-10-14,2017-12-08
'3974933355,3974933355,ddeaconblues,"""Tolerance becomes a crime when applied to evil Islam."" - inspired by Thomas Mann",withheld,DE,DE,2072,995,2015-10-16,2017-10-02
'3990787163,3990787163,sahin05757266,,withheld,TR,TR,399,1122,2015-10-19,2017-10-03
'3993293248,3993293248,Nationalcorpszp,"Сила, добробут, порядок",withheld,RU,RU,221,180,2015-10-19,2017-10-03
'4010405116,4010405116,maksattakipp,,withheld,TR,TR,5742,1467,2015-10-21,2017-10-03
'4026036449,4026036449,fermandariyagi1,,withheld,TR,TR,359,72,2015-10-23,2017-10-03
'4027061541,4027061541,14WordSS880,,inactive,FR,FR,620,795,2015-10-23,2017-10-02
'4031875516,4031875516,Blancheurope,Je combats sans relâche pour la nation française et la race blanche !,withheld,FR,FR,1548,1375,2015-10-24,2017-10-02
'4049697973,4049697973,abdullahyaliniz,bir hiçim ...,withheld,TR,TR,41,162,2015-10-28,2017-10-03
'4054516822,4054516822,j_walsh87,"""Those who want to live, let them fight, and those who do not want to fight in this world of eternal struggle do not deserve to live""-Adolf Hitler",withheld,DE + FR,DE + FR,101,57,2015-10-27,2017-10-02
'4055872154,4055872154,OnlineKeyfiyet,Kaynaklar Artık Cebinizde! • @ekeyfiyetcom,withheld,TR,TR,3656,145,2015-10-29,2017-10-02
'4060516103,4060516103,MilkkkPower,account withheld in: France,withheld,FR,FR,1491,1350,2015-10-28,2017-10-02
'4062503472,4062503472,NSPARTYOFKCMO,,withheld,DE,DE,494,955,2015-10-29,2017-10-02
'4075563916,4075563916,WolfInfidel,British Nationalist and National Socialist.,media_violation,everywhere,DE,2067,3966,2015-10-30,2017-10-02
'4078461497,4078461497,HeilMelih,I'm a football lover.,withheld,DE,DE,14,100,2015-10-30,2017-12-08
'4079553904,4079553904,GermansBloodDog,"Jeder wo die Augen geschlossen hält ist kein deut besser wie die vollgeschissene Menschenhaut Merkel, aber wie sagt man so schön Abgerechnet wird zum Schluss",withheld,DE,DE,161,432,2015-10-31,2017-10-02
'4100305161,4100305161,UdolfHutler,,withheld,DE,DE,64,45,2015-11-02,2017-12-08
'4111184944,4111184944,KayipKurdistan,This account has been withheld in: Turkey.,withheld,TR,TR,3159,1317,2015-11-04,2017-10-03
'4166261177,4166261177,AzovKyiv,,withheld,RU,RU,394,319,2015-11-11,2017-10-03
'4172971115,4172971115,demgenc1,"Gençlik Büyüyor, Devrime Yürüyor! | Demokratik Gençlik Dernekleri Federasyonu ( DEM-GENÇ )",withheld,TR,TR,19,1,2015-11-12,2017-10-16
'4188704963,4188704963,guler_murad,Şêwêrmendê civakî,inactive,TR,TR,4219,2624,2015-11-14,2017-10-03
'4195988602,4195988602,Hammer_Schwert,Das Antikapitalistische Kollektiv ist ein organisationsübergreifender Zusammenschluss antikap Gruppen!+neuer offizieller Acc+ https://t.co/YQmSSpORcz #AntiKap #AntikapBlock,withheld,DE,DE,587,136,2015-11-15,2017-10-02
'4198057708,4198057708,VoltariusBIG,"hier dood, folgen da @Amperetinenzius",withheld,DE,DE,182,105,2015-11-16,2017-10-04
'4204857226,4204857226,Azov_Chernivtsy,Вступай до лав Національного Корпусу Чернівці. Захисти свою Nацію та рідний дім! Детальніша інформація за номером +38 095 483 88 24,withheld,RU,RU,198,144,2015-11-16,2017-10-02
'4213572381,4213572381,Azov_Melitopol,,withheld,RU,RU,103,23,2015-11-17,2017-10-03
'4236271459,4236271459,chef______,Young National Socialist Feel free to follow.,withheld,FR,FR,43,73,2015-11-14,2017-10-02
'4241665774,4241665774,comptebanwaz,This account has been withheld in: France.,withheld,FR,FR,1030,622,2015-11-21,2017-10-16
'4253738645,4253738645,PanzerKampf1939,Racial realist. Separatist. National Socialist. English and German speaker of European decent. Full of honesty. Come join in on the FUN only HIGH energy here!,withheld,DE,DE,497,88,2015-11-23,2017-10-02
'4260006022,4260006022,HarunRiha,Herbiji Serok Apo Bete Jiyan nabe Herbiji Kürd U Kürdistan,withheld,TR,TR,452,1491,2015-11-23,2017-10-03
'4263884553,4263884553,Mekseli12020310,This account has been withheld in: Turkey.,withheld,TR,TR,49,170,2015-11-24,2017-10-04
'4267568780,4267568780,IIIIIO0O0O0OIII,Mars,withheld,TR,TR,1466,329,2015-11-17,2017-10-03
